Header	Order	Mutations
lcl|JACJQC010000006.1_cds_MBD2171556.1_5100 [locus_tag=H6F81_09940] [protein=sugar ABC transporter substrate-binding protein] [protein_id=MBD2171556.1] [location=229182..230480] [gbkey=CDS]	Nostocales	707
lcl|NC_010628.1_cds_WP_012407472.1_715 [locus_tag=NPUN_RS03525] [protein=basic amino acid ABC transporter substrate-binding protein] [protein_id=WP_012407472.1] [location=complement(826411..827223)] [gbkey=CDS]	Nostocales	516
lcl|CP001037.1_cds_ACC82982.1_4179 [locus_tag=Npun_F4623] [db_xref=InterPro:IPR003439,InterPro:IPR003593] [protein=urea ABC transporter, ATPase subunit UrtE] [protein_id=ACC82982.1] [location=5741675..5742373] [gbkey=CDS]	Nostocales	430
lcl|CP003659.1_cds_AFZ57343.1_1728 [locus_tag=Anacy_1853] [db_xref=InterPro:IPR006059] [protein=carbohydrate ABC transporter substrate-binding protein, CUT1 family] [protein_id=AFZ57343.1] [location=2113838..2115079] [gbkey=CDS]	Nostocales	680
lcl|CP003284.1_cds_AFW95009.1_2193 [gene=modBC] [locus_tag=ANA_C12274] [protein=molybdate ABC transporter permease protein] [protein_id=AFW95009.1] [location=2549658..2551454] [gbkey=CDS]	Nostocales	776
lcl|CP003659.1_cds_AFZ59765.1_4150 [locus_tag=Anacy_4405] [db_xref=InterPro:IPR001320,InterPro:IPR001638,InterPro:IPR015683] [protein=amino acid ABC transporter substrate-binding protein, PAAT family] [protein_id=AFZ59765.1] [location=complement(4980674..4981819)] [gbkey=CDS]	Nostocales	707
lcl|CP003659.1_cds_AFZ55677.1_62 [locus_tag=Anacy_0064] [db_xref=InterPro:IPR000515] [protein=sulfate ABC transporter, inner membrane subunit CysW] [protein_id=AFZ55677.1] [location=complement(72233..73072)] [gbkey=CDS]	Nostocales	558
lcl|AP018166.1_cds_BAY01907.1_1133 [locus_tag=NIES19_11430] [protein=sulfate ABC transporter inner membrane subunit] [protein_id=BAY01907.1] [location=1366228..1367067] [gbkey=CDS]	Nostocales	558
lcl|JACJQC010000010.1_cds_MBD2172313.1_688 [locus_tag=H6F81_13860] [protein=DevA family ABC transporter ATP-binding protein] [protein_id=MBD2172313.1] [location=140370..141065] [gbkey=CDS]	Nostocales	434
lcl|CP003284.1_cds_AFW95578.1_2762 [locus_tag=ANA_C12874] [protein=ABC transporter permease-like protein] [protein_id=AFW95578.1] [location=complement(3238299..3239516)] [gbkey=CDS]	Nostocales	725
lcl|NC_014248.1_cds_AAZO_RS15865_3533 [locus_tag=AAZO_RS15865] [protein=BMP family ABC transporter substrate-binding protein] [pseudo=true] [partial=3'] [location=3415500..>3415817] [gbkey=CDS]	Nostocales	212
lcl|AP024677.1_cds_BCX06788.1_647 [gene=potB] [locus_tag=KatS3mg066_0647] [protein=spermidine/putrescine ABC transporter permease] [protein_id=BCX06788.1] [location=763134..764105] [gbkey=CDS]	Nostocales	618
lcl|JACJQC010000006.1_cds_MBD2171491.1_5034 [locus_tag=H6F81_09610] [protein=PstS family phosphate ABC transporter substrate-binding protein] [protein_id=MBD2171491.1] [location=complement(144742..145800)] [gbkey=CDS]	Nostocales	672
lcl|CP003284.1_cds_AFW95422.1_2606 [gene=cbiQ] [locus_tag=ANA_C12712] [protein=cobalt ABC transporter, permease protein CbiQ] [protein_id=AFW95422.1] [location=3059256..3059915] [gbkey=CDS]	Nostocales	420
lcl|JACJQC010000010.1_cds_MBD2172214.1_589 [locus_tag=H6F81_13355] [protein=phosphate ABC transporter ATP-binding protein] [protein_id=MBD2172214.1] [location=21971..22753] [gbkey=CDS]	Nostocales	475
lcl|CP002059.1_cds_ADI65204.1_2536 [locus_tag=Aazo_3627] [db_xref=InterPro:IPR000515,InterPro:IPR005667,InterPro:IPR011866] [protein=sulfate ABC transporter, inner membrane subunit] [protein_id=ADI65204.1] [location=complement(3695465..3696304)] [gbkey=CDS]	Nostocales	572
lcl|JACJQC010000001.1_cds_MBD2170055.1_426 [gene=phnD] [locus_tag=H6F81_02140] [protein=phosphonate ABC transporter substrate-binding protein] [protein_id=MBD2170055.1] [location=558677..559687] [gbkey=CDS]	Nostocales	661
lcl|AP018166.1_cds_BAY02147.1_1373 [locus_tag=NIES19_13860] [protein=ABC transporter, iron(III) dicitrate-binding protein] [protein_id=BAY02147.1] [location=complement(1653271..1654344)] [gbkey=CDS]	Nostocales	624
lcl|AP018166.1_cds_BAY04386.1_3612 [locus_tag=NIES19_36500] [protein=ABC transporter ATP binding subunit] [protein_id=BAY04386.1] [location=complement(4173543..4174820)] [gbkey=CDS]	Nostocales	681
lcl|CP003659.1_cds_AFZ60035.1_4420 [locus_tag=Anacy_4686] [db_xref=InterPro:IPR003439,InterPro:IPR005116,InterPro:IPR008995,InterPro:IPR014769,InterPro:IPR017871] [protein=sulfate ABC transporter, ATPase subunit] [protein_id=AFZ60035.1] [location=complement(5311936..5312952)] [gbkey=CDS]	Nostocales	505
lcl|AP018166.1_cds_BAY02903.1_2129 [locus_tag=NIES19_21520] [protein=sulfate ABC transporter ATPase subunit] [protein_id=BAY02903.1] [location=2523262..2524278] [gbkey=CDS]	Nostocales	505
lcl|JACJQC010000010.1_cds_MBD2172289.1_664 [locus_tag=H6F81_13735] [protein=zinc ABC transporter substrate-binding protein] [protein_id=MBD2172289.1] [location=114407..115426] [gbkey=CDS]	Nostocales	588
lcl|CP003284.1_cds_AFW93711.1_895 [locus_tag=ANA_C10919] [protein=putative ABC transporter permease protein] [protein_id=AFW93711.1] [location=complement(985963..986742)] [gbkey=CDS]	Nostocales	496
lcl|CP003659.1_cds_AFZ58571.1_2956 [locus_tag=Anacy_3161] [protein=phosphonate ABC transporter, periplasmic phosphonate binding protein] [protein_id=AFZ58571.1] [location=3615605..3616642] [gbkey=CDS]	Nostocales	617
lcl|AP018166.1_cds_BAY04426.1_3652 [gene=phnD] [locus_tag=NIES19_36900] [protein=ABC transporter phosphate-binding protein] [protein_id=BAY04426.1] [location=complement(4221519..4222556)] [gbkey=CDS]	Nostocales	617
lcl|JACJQC010000026.1_cds_MBD2174132.1_2948 [locus_tag=H6F81_23275] [protein=carbohydrate ABC transporter permease] [protein_id=MBD2174132.1] [location=complement(11147..11977)] [gbkey=CDS]	Nostocales	524
lcl|CP003285.1_cds_AFW96966.1_4150 [gene=nrtA] [locus_tag=ANA_C20532] [protein=nitrate ABC transporter, substrate-binding protein NrtA] [protein_id=AFW96966.1] [location=complement(588439..589800)] [gbkey=CDS]	Nostocales	713
lcl|JACJQC010000010.1_cds_MBD2172213.1_588 [gene=pstA] [locus_tag=H6F81_13350] [protein=phosphate ABC transporter permease PstA] [protein_id=MBD2172213.1] [location=20922..21800] [gbkey=CDS]	Nostocales	552
lcl|NC_014248.1_cds_WP_013190744.1_1645 [locus_tag=AAZO_RS07295] [protein=MlaE family ABC transporter permease] [protein_id=WP_013190744.1] [location=complement(1596683..1597468)] [gbkey=CDS]	Nostocales	498
lcl|JACJQC010000005.1_cds_MBD2171187.1_4572 [gene=modA] [locus_tag=H6F81_08000] [protein=molybdate ABC transporter substrate-binding protein] [protein_id=MBD2171187.1] [location=18255..19052] [gbkey=CDS]	Nostocales	505
lcl|CP003659.1_cds_AFZ58218.1_2603 [locus_tag=Anacy_2783] [protein=phosphate ABC transporter substrate-binding protein, PhoT family] [protein_id=AFZ58218.1] [location=3175709..3176764] [gbkey=CDS]	Nostocales	614
lcl|CP003284.1_cds_AFW95423.1_2607 [gene=cbiO] [locus_tag=ANA_C12713] [protein=cobalt ABC transporter, ATP-binding protein CbiO] [protein_id=AFW95423.1] [location=3059926..3060690] [gbkey=CDS]	Nostocales	488
lcl|LJOX01000004.1_cds_OBQ30978.1_1956 [locus_tag=AN483_02405] [protein=bacitracin ABC transporter ATP-binding protein] [protein_id=OBQ30978.1] [location=36951..37784] [gbkey=CDS]	Nostocales	495
lcl|CP002059.1_cds_ADI64295.1_1627 [locus_tag=Aazo_2333] [db_xref=InterPro:IPR000515,InterPro:IPR005672] [protein=phosphate ABC transporter, inner membrane subunit PstA] [protein_id=ADI64295.1] [location=2421358..2422239] [gbkey=CDS]	Nostocales	544
lcl|CP003659.1_cds_AFZ56797.1_1182 [locus_tag=Anacy_1266] [db_xref=InterPro:IPR015168] [protein=aliphatic sulfonates family ABC transporter, periplasmic ligand-binding protein] [protein_id=AFZ56797.1] [location=1507850..1508962] [gbkey=CDS]	Nostocales	655
lcl|JACJRP010000039.1_cds_MBD2418592.1_2207 [locus_tag=H6G54_12970] [protein=aliphatic sulfonate ABC transporter substrate-binding protein] [protein_id=MBD2418592.1] [location=26610..27722] [gbkey=CDS]	Nostocales	655
lcl|LJOX01000031.1_cds_OBQ29269.1_2055 [locus_tag=AN483_11430] [protein=spermidine/putrescine ABC transporter ATP-binding protein] [protein_id=OBQ29269.1] [location=26780..27916] [gbkey=CDS]	Nostocales	549
lcl|LJOX01000037.1_cds_OBQ28961.1_2369 [locus_tag=AN483_12995] [protein=cobalt ABC transporter] [protein_id=OBQ28961.1] [location=16954..17697] [gbkey=CDS]	Nostocales	455
lcl|JACJQC010000017.1_cds_H6F81_19055_1718 [locus_tag=H6F81_19055] [protein=metal ABC transporter substrate-binding protein] [pseudo=true] [location=complement(25393..26372)] [gbkey=CDS]	Nostocales	597
lcl|JAYGGY010000009.1_cds_MEA5550213.1_857 [gene=devC] [locus_tag=VB713_04320] [protein=ABC transporter permease DevC] [protein_id=MEA5550213.1] [location=42842..44014] [gbkey=CDS]	Nostocales	702
lcl|JAAVWA010000005.1_cds_MBO1064675.1_2324 [locus_tag=HEQ36_08270] [protein=zinc ABC transporter solute-binding protein] [protein_id=MBO1064675.1] [location=129433..130422] [gbkey=CDS]	Nostocales	569
lcl|CP003659.1_cds_AFZ56278.1_663 [locus_tag=Anacy_0691] [db_xref=InterPro:IPR002491] [protein=substrate-binding protein of ABC transporter] [protein_id=AFZ56278.1] [location=822880..823812] [gbkey=CDS]	Nostocales	607
lcl|LJOX01000051.1_cds_OBQ28480.1_3039 [locus_tag=AN483_15490] [protein=manganese ABC transporter substrate-binding protein] [protein_id=OBQ28480.1] [location=21156..22106] [gbkey=CDS]	Nostocales	558
lcl|AP018166.1_cds_BAY02098.1_1324 [locus_tag=NIES19_13370] [protein=phosphate ABC transporter, permease protein] [protein_id=BAY02098.1] [location=complement(1576555..1577433)] [gbkey=CDS]	Nostocales	530
lcl|CP003284.1_cds_AFW93978.1_1162 [gene=mntC] [locus_tag=ANA_C11196] [protein=manganese ABC transporter manganese-binding protein] [protein_id=AFW93978.1] [location=1347773..1348732] [gbkey=CDS]	Nostocales	562
lcl|JACJQC010000001.1_cds_MBD2169897.1_265 [locus_tag=H6F81_01330] [protein=ABC transporter permease subunit] [protein_id=MBD2169897.1] [location=complement(353455..354234)] [gbkey=CDS]	Nostocales	476
lcl|JACJQC010000012.1_cds_MBD2172713.1_1099 [locus_tag=H6F81_15935] [protein=peptidase domain-containing ABC transporter] [protein_id=MBD2172713.1] [location=189723..191873] [gbkey=CDS]	Nostocales	520
lcl|CP003284.1_cds_AFW93325.1_509 [gene=devC] [locus_tag=ANA_C10525] [protein=ABC transporter permease protein DevC] [protein_id=AFW93325.1] [location=complement(561751..562932)] [gbkey=CDS]	Nostocales	638
lcl|JACJQC010000020.1_cds_MBD2173654.1_2463 [gene=lptB] [locus_tag=H6F81_20815] [protein=LPS export ABC transporter ATP-binding protein] [protein_id=MBD2173654.1] [location=complement(18160..18888)] [gbkey=CDS]	Nostocales	457
lcl|JACJQC010000019.1_cds_MBD2173617.1_2028 [locus_tag=H6F81_20630] [protein=methionine ABC transporter ATP-binding protein] [protein_id=MBD2173617.1] [location=complement(108871..109626)] [gbkey=CDS]	Nostocales	476
lcl|JACJQC010000032.1_cds_MBD2174482.1_3670 [gene=cysW] [locus_tag=H6F81_25145] [protein=sulfate ABC transporter permease subunit CysW] [protein_id=MBD2174482.1] [location=55879..56754] [gbkey=CDS]	Nostocales	601
lcl|JACJQC010000010.1_cds_MBD2172290.1_665 [locus_tag=H6F81_13740] [protein=metal ABC transporter ATP-binding protein] [protein_id=MBD2172290.1] [location=115586..116359] [gbkey=CDS]	Nostocales	447
lcl|JACJQC010000003.1_cds_H6F81_05265_3260 [locus_tag=H6F81_05265] [protein=ABC transporter] [pseudo=true] [location=complement(104587..105110)] [gbkey=CDS]	Nostocales	339
lcl|AP018166.1_cds_BAY05879.1_5105 [locus_tag=NIES19_51560] [protein=ABC transporter substrate-binding protein] [protein_id=BAY05879.1] [location=5876840..5878099] [gbkey=CDS]	Nostocales	647
lcl|JACJQC010000024.1_cds_MBD2174045.1_2860 [locus_tag=H6F81_22820] [protein=energy-coupling factor ABC transporter ATP-binding protein] [protein_id=MBD2174045.1] [location=complement(88410..89087)] [gbkey=CDS]	Nostocales	433
lcl|LJOX01000041.1_cds_OBQ28804.1_2631 [locus_tag=AN483_13910] [protein=multidrug ABC transporter ATP-binding protein] [protein_id=OBQ28804.1] [location=complement(33884..34867)] [gbkey=CDS]	Nostocales	548
lcl|LJOX01000004.1_cds_OBQ31028.1_2008 [locus_tag=AN483_02675] [protein=sulfate ABC transporter ATP-binding protein] [protein_id=OBQ31028.1] [location=96383..97399] [gbkey=CDS]	Nostocales	456
lcl|NC_019771.1_cds_WP_015213572.1_1397 [locus_tag=ANACY_RS06930] [protein=metal ABC transporter solute-binding protein, Zn/Mn family] [protein_id=WP_015213572.1] [location=complement(1658082..1659074)] [gbkey=CDS]	Nostocales	549
lcl|CP003659.1_cds_AFZ58590.1_2975 [locus_tag=Anacy_3180] [db_xref=InterPro:IPR003439,InterPro:IPR008995,InterPro:IPR013611,InterPro:IPR017871,InterPro:IPR017879] [protein=spermidine/putrescine ABC transporter ATPase subunit] [protein_id=AFZ58590.1] [location=complement(3639982..3641133)] [gbkey=CDS]	Nostocales	535
lcl|AP018166.1_cds_BAY01927.1_1153 [locus_tag=NIES19_11630] [protein=ABC transporter permease protein] [protein_id=BAY01927.1] [location=complement(1391590..1392453)] [gbkey=CDS]	Nostocales	518
lcl|JACJQC010000001.1_cds_MBD2169675.1_38 [locus_tag=H6F81_00190] [protein=iron-siderophore ABC transporter substrate-binding protein] [protein_id=MBD2169675.1] [location=complement(91417..92412)] [gbkey=CDS]	Nostocales	579
lcl|JACJQC010000012.1_cds_MBD2172613.1_999 [locus_tag=H6F81_15430] [protein=spermidine/putrescine ABC transporter substrate-binding protein] [protein_id=MBD2172613.1] [location=complement(64186..65268)] [gbkey=CDS]	Nostocales	663
lcl|CP003659.1_cds_AFZ58551.1_2936 [locus_tag=Anacy_3141] [db_xref=InterPro:IPR003439,InterPro:IPR005670,InterPro:IPR015850,InterPro:IPR017871] [protein=phosphate ABC transporter ATP-binding protein, PhoT family] [protein_id=AFZ58551.1] [location=complement(3581853..3582647)] [gbkey=CDS]	Nostocales	506
lcl|CP003284.1_cds_AFW94465.1_1649 [locus_tag=ANA_C11704] [protein=polar amino acid ABC transporter permease protein] [protein_id=AFW94465.1] [location=1853626..1854777] [gbkey=CDS]	Nostocales	620
lcl|CP003284.1_cds_AFW93520.1_704 [locus_tag=ANA_C10726] [protein=metal ion ABC transporter permease protein] [protein_id=AFW93520.1] [location=779525..780358] [gbkey=CDS]	Nostocales	507
lcl|AP018166.1_cds_BAY04104.1_3330 [locus_tag=NIES19_33650] [protein=ABC transporter, transmembrane region] [protein_id=BAY04104.1] [location=3873414..3873590] [gbkey=CDS]	Nostocales	81
lcl|JACJQC010000002.1_cds_H6F81_03115_2101 [locus_tag=H6F81_03115] [protein=nitrate ABC transporter, permease protein] [pseudo=true] [location=complement(49425..49619)] [gbkey=CDS]	Nostocales	98
lcl|JACJQC010000023.1_cds_MBD2173932.1_2746 [locus_tag=H6F81_22245] [protein=NHLP bacteriocin export ABC transporter permease/ATPase subunit] [protein_id=MBD2173932.1] [location=55669..58527] [gbkey=CDS]	Nostocales	761
lcl|AP018166.1_cds_BAY03534.1_2760 [locus_tag=NIES19_27870] [protein=polar amino acid ABC transporter inner membrane subunit] [protein_id=BAY03534.1] [location=complement(3261925..3262950)] [gbkey=CDS]	Nostocales	591
lcl|LJOX01000009.1_cds_OBQ30552.1_3725 [locus_tag=AN483_04615] [protein=lactose ABC transporter permease] [protein_id=OBQ30552.1] [location=complement(17382..18296)] [gbkey=CDS]	Nostocales	579
lcl|AP018166.1_cds_BAY02097.1_1323 [locus_tag=NIES19_13360] [protein=phosphate ABC transporter ATPase subunit] [protein_id=BAY02097.1] [location=complement(1575689..1576495)] [gbkey=CDS]	Nostocales	496
lcl|AP024677.1_cds_BCX08283.1_2142 [locus_tag=KatS3mg066_2142] [protein=molybdenum ABC transporter permease subunit] [protein_id=BCX08283.1] [location=2444956..2445693] [gbkey=CDS]	Nostocales	446
lcl|CP003284.1_cds_AFW94378.1_1562 [locus_tag=ANA_C11607] [protein=DevA-like ABC transporter ATP-binding protein] [protein_id=AFW94378.1] [location=1745595..1746320] [gbkey=CDS]	Nostocales	455
lcl|NC_019771.1_cds_WP_042466027.1_3164 [locus_tag=ANACY_RS15770] [protein=polyamine ABC transporter substrate-binding protein] [protein_id=WP_042466027.1] [location=complement(3638894..3639976)] [gbkey=CDS]	Nostocales	594
lcl|CP003284.1_cds_AFW95577.1_2761 [locus_tag=ANA_C12873] [protein=ABC transporter putative ATP-binding protein] [protein_id=AFW95577.1] [location=complement(3237474..3238238)] [gbkey=CDS]	Nostocales	441
lcl|CP003659.1_cds_AFZ57093.1_1478 [locus_tag=Anacy_1590] [db_xref=InterPro:IPR000515] [protein=carbohydrate ABC transporter membrane protein 2, CUT1 family] [protein_id=AFZ57093.1] [location=1845203..1846036] [gbkey=CDS]	Nostocales	530
lcl|CP003284.1_cds_AFW95140.1_2324 [gene=phnE] [locus_tag=ANA_C12412] [protein=phosphonate ABC transporter permease protein] [protein_id=AFW95140.1] [location=complement(2712156..2712950)] [gbkey=CDS]	Nostocales	469
lcl|LJOX01000031.1_cds_OBQ29271.1_2057 [locus_tag=AN483_11440] [protein=polyamine ABC transporter permease] [protein_id=OBQ29271.1] [location=29058..29921] [gbkey=CDS]	Nostocales	519
lcl|CP003284.1_cds_AFW93326.1_510 [locus_tag=ANA_C10526] [protein=ABC transporter membrane fusion protein DevB] [protein_id=AFW93326.1] [location=complement(562965..564254)] [gbkey=CDS]	Nostocales	666
lcl|CP003284.1_cds_AFW94466.1_1650 [locus_tag=ANA_C11705] [protein=polar amino acid ABC transporter ATP-binding protein] [protein_id=AFW94466.1] [location=1855145..1855885] [gbkey=CDS]	Nostocales	404
lcl|NZ_JACJQC010000032.1_cds_WP_044520583.1_3668 [locus_tag=H6F81_RS24960] [protein=bifunctional serine/threonine-protein kinase/ABC transporter substrate-binding protein] [protein_id=WP_044520583.1] [location=complement(23218..25560)] [gbkey=CDS]	Nostocales	757
lcl|CP003659.1_cds_AFZ58570.1_2955 [locus_tag=Anacy_3160] [db_xref=InterPro:IPR003439,InterPro:IPR012693,InterPro:IPR017871] [protein=phosphonate ABC transporter, ATPase subunit] [protein_id=AFZ58570.1] [location=3614709..3615506] [gbkey=CDS]	Nostocales	487
lcl|AP018166.1_cds_BAY04427.1_3653 [gene=phnC] [locus_tag=NIES19_36910] [protein=phosphonate ABC transporter ATP-binding protein] [protein_id=BAY04427.1] [location=complement(4222655..4223452)] [gbkey=CDS]	Nostocales	487
lcl|CP003659.1_cds_AFZ57349.1_1734 [locus_tag=Anacy_1859] [db_xref=InterPro:IPR000515] [protein=carbohydrate ABC transporter membrane protein 1, CUT1 family] [protein_id=AFZ57349.1] [location=2118431..2119339] [gbkey=CDS]	Nostocales	557
lcl|AP018166.1_cds_BAY03513.1_2739 [locus_tag=NIES19_27660] [protein=ferrichrome ABC transporter, ATP-binding protein] [protein_id=BAY03513.1] [location=3245193..3246206] [gbkey=CDS]	Nostocales	485
lcl|CP003284.1_cds_AFW93038.1_222 [locus_tag=ANA_C10231] [protein=ABC transporter family protein] [protein_id=AFW93038.1] [location=complement(257067..258050)] [gbkey=CDS]	Nostocales	519
lcl|CP003284.1_cds_AFW92924.1_108 [locus_tag=ANA_C10112] [protein=sugar ABC transporter permease protein] [protein_id=AFW92924.1] [location=complement(128316..129257)] [gbkey=CDS]	Nostocales	551
lcl|LJOX01000001.1_cds_OBQ31375.1_99 [locus_tag=AN483_00530] [protein=multidrug ABC transporter permease] [protein_id=OBQ31375.1] [location=115077..115865] [gbkey=CDS]	Nostocales	458
lcl|JACJRP010000039.1_cds_MBD2418595.1_2210 [locus_tag=H6G54_12985] [protein=sulfonate ABC transporter substrate-binding protein] [protein_id=MBD2418595.1] [location=29701..30744] [gbkey=CDS]	Nostocales	568
lcl|CP003284.1_cds_AFW93541.1_725 [locus_tag=ANA_C10747] [protein=nitrate ABC transporter permease protein] [protein_id=AFW93541.1] [location=complement(804696..805541)] [gbkey=CDS]	Nostocales	522
lcl|CP001037.1_cds_ACC82977.1_4174 [locus_tag=Npun_F4618] [db_xref=InterPro:IPR003439] [protein=urea ABC transporter, ATPase subunit UrtD] [protein_id=ACC82977.1] [location=5736671..5737417] [gbkey=CDS]	Nostocales	452
lcl|CP003659.1_cds_AFZ59818.1_4203 [locus_tag=Anacy_4460] [db_xref=InterPro:IPR000515] [protein=nitrate ABC transporter, inner membrane subunit] [protein_id=AFZ59818.1] [location=5050027..5050866] [gbkey=CDS]	Nostocales	484
lcl|CP003284.1_cds_AFW93518.1_702 [locus_tag=ANA_C10724] [protein=metal ion ABC transporter solute binding protein] [protein_id=AFW93518.1] [location=777349..778365] [gbkey=CDS]	Nostocales	532
lcl|LJOX01000051.1_cds_OBQ28479.1_3038 [locus_tag=AN483_15485] [protein=manganese ABC transporter ATP-binding protein] [protein_id=OBQ28479.1] [location=complement(20243..20992)] [gbkey=CDS]	Nostocales	425
lcl|AP024677.1_cds_BCX06916.1_775 [locus_tag=KatS3mg066_0775] [protein=bacteriocin cleavage/export ABC transporter] [protein_id=BCX06916.1] [location=880411..882561] [gbkey=CDS]	Nostocales	507
lcl|LJOX01000002.1_cds_OBQ31212.1_239 [locus_tag=AN483_01265] [protein=phosphate ABC transporter substrate-binding protein] [protein_id=OBQ31212.1] [location=36724..37794] [gbkey=CDS]	Nostocales	574
lcl|LJOX01000014.1_cds_OBQ30201.1_687 [locus_tag=AN483_06605] [protein=nitrate ABC transporter] [protein_id=OBQ30201.1] [location=33978..34949] [gbkey=CDS]	Nostocales	503
lcl|CP003284.1_cds_AFW93976.1_1160 [gene=mntB] [locus_tag=ANA_C11194] [protein=manganese ABC transporter permease protein] [protein_id=AFW93976.1] [location=complement(1345571..1346416)] [gbkey=CDS]	Nostocales	488
lcl|CP003284.1_cds_AFW93446.1_630 [locus_tag=ANA_C10650] [protein=bacteriocim/lantibiotic ABC transporter] [protein_id=AFW93446.1] [location=complement(698570..700720)] [gbkey=CDS]	Nostocales	468
lcl|LJOX01000064.1_cds_OBQ28125.1_3573 [locus_tag=AN483_17285] [protein=phosphonate ABC transporter permease] [protein_id=OBQ28125.1] [location=11333..12127] [gbkey=CDS]	Nostocales	448
lcl|CP003284.1_cds_AFW93519.1_703 [locus_tag=ANA_C10725] [protein=metal ion ABC transporter ATP-binding protein] [protein_id=AFW93519.1] [location=778356..779219] [gbkey=CDS]	Nostocales	438
lcl|LJOX01000030.1_cds_OBQ29319.1_1885 [locus_tag=AN483_11180] [protein=urea ABC transporter ATP-binding protein] [protein_id=OBQ29319.1] [location=complement(26701..27399)] [gbkey=CDS]	Nostocales	412
lcl|CP003284.1_cds_AFW95008.1_2192 [gene=modA] [locus_tag=ANA_C12273] [protein=molybdenum ABC transporter periplasmic-binding protein] [protein_id=AFW95008.1] [location=2548692..2549486] [gbkey=CDS]	Nostocales	455
lcl|CP003659.1_cds_AFZ59425.1_3810 [locus_tag=Anacy_4055] [db_xref=InterPro:IPR003439,InterPro:IPR017871] [protein=L-glutamate ABC transporter ATP-binding protein] [protein_id=AFZ59425.1] [location=4575642..4576382] [gbkey=CDS]	Nostocales	427
lcl|AP018166.1_cds_BAY04425.1_3651 [gene=phnE] [locus_tag=NIES19_36890] [protein=phosphonate ABC transporter permease protein PhnE] [protein_id=BAY04425.1] [location=complement(4220474..4221313)] [gbkey=CDS]	Nostocales	480
lcl|LJOX01000066.1_cds_OBQ28072.1_3621 [locus_tag=AN483_17530] [protein=iron ABC transporter] [protein_id=OBQ28072.1] [location=13769..14860] [gbkey=CDS]	Nostocales	548
lcl|AP018166.1_cds_BAY03512.1_2738 [locus_tag=NIES19_27650] [protein=iron(III) ABC transporter, permease protein] [protein_id=BAY03512.1] [location=3244039..3245124] [gbkey=CDS]	Nostocales	537
lcl|JAYGGY010000124.1_cds_VB713_26490_5237 [locus_tag=VB713_26490] [protein=iron chelate uptake ABC transporter family permease subunit] [pseudo=true] [location=55..309] [gbkey=CDS]	Nostocales	146
lcl|CP002059.1_cds_ADI64296.1_1628 [locus_tag=Aazo_2334] [db_xref=InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR005670,InterPro:IPR015850,InterPro:IPR017871] [protein=phosphate ABC transporter, ATPase subunit] [protein_id=ADI64296.1] [location=2422297..2423103] [gbkey=CDS]	Nostocales	458
lcl|CP003284.1_cds_AFW93817.1_1001 [gene=aptF] [locus_tag=ANA_C11029] [protein=ABC transporter ATP-binding protein AptF] [protein_id=AFW93817.1] [location=1163809..1166106] [gbkey=CDS]	Nostocales	605
lcl|AP018166.1_cds_BAY03082.1_2308 [locus_tag=NIES19_23320] [protein=sugar ABC transporter permease] [protein_id=BAY03082.1] [location=2733657..2734520] [gbkey=CDS]	Nostocales	464
lcl|JACJQC010000047.1_cds_MBD2175030.1_4492 [gene=urtE] [locus_tag=H6F81_28150] [protein=urea ABC transporter ATP-binding subunit UrtE] [protein_id=MBD2175030.1] [location=25704..26402] [gbkey=CDS]	Nostocales	393
lcl|CP003284.1_cds_AFW93324.1_508 [gene=devA] [locus_tag=ANA_C10524] [protein=ABC transporter ATP-binding protein DevA] [protein_id=AFW93324.1] [location=complement(560963..561712)] [gbkey=CDS]	Nostocales	431
lcl|LJOX01000061.1_cds_OBQ28192.1_3433 [locus_tag=AN483_16900] [protein=C4-dicarboxylate ABC transporter substrate-binding protein] [protein_id=OBQ28192.1] [location=complement(9013..9636)] [gbkey=CDS]	Nostocales	300
lcl|LJOX01000066.1_cds_OBQ28076.1_3625 [locus_tag=AN483_17550] [protein=cobalt ABC transporter ATP-binding protein] [protein_id=OBQ28076.1] [location=complement(17441..18262)] [gbkey=CDS]	Nostocales	402
lcl|CP003284.1_cds_AFW95530.1_2714 [gene=cbiO] [locus_tag=ANA_C12824] [protein=cobalt ABC transporter, ATP-binding protein Cbi0] [protein_id=AFW95530.1] [location=3188164..3188994] [gbkey=CDS]	Nostocales	416
lcl|CP003284.1_cds_AFW94460.1_1644 [locus_tag=ANA_C11698] [protein=amino acid ABC transporter permease protein] [protein_id=AFW94460.1] [location=1850127..1851053] [gbkey=CDS]	Nostocales	362
lcl|CP003284.1_cds_AFW94472.1_1656 [locus_tag=ANA_C11711] [protein=glycine/betaine ABC transporter ATP-binding protein] [protein_id=AFW94472.1] [location=1864409..1865176] [gbkey=CDS]	Nostocales	416
lcl|JACJQC010000047.1_cds_MBD2175029.1_4491 [gene=urtD] [locus_tag=H6F81_28145] [protein=urea ABC transporter ATP-binding protein UrtD] [protein_id=MBD2175029.1] [location=24860..25600] [gbkey=CDS]	Nostocales	418
lcl|JACJQC010000004.1_cds_MBD2170964.1_4032 [locus_tag=H6F81_06855] [protein=energy-coupling factor ABC transporter substrate-binding protein] [protein_id=MBD2170964.1] [location=complement(39367..39669)] [gbkey=CDS]	Nostocales	133
