Header	Order	Mutations
lcl|LR882963.1_cds_CAD5910571.1_7 [locus_tag=PANO66_00007] [protein=putative ABC transporter ATP-binding protein all4389] [protein_id=CAD5910571.1] [location=7175..8155] [gbkey=CDS]	Oscillatoriales	529
lcl|NZ_CM001775.1_cds_WP_017294504.1_2137 [locus_tag=SYN6308_RS11045] [protein=amino acid ABC transporter substrate-binding protein] [protein_id=WP_017294504.1] [location=2219719..2220600] [gbkey=CDS]	Oscillatoriales	435
lcl|NZ_CM001775.1_cds_WP_026101837.1_92 [locus_tag=SYN6308_RS00465] [protein=energy-coupling factor ABC transporter ATP-binding protein] [protein_id=WP_026101837.1] [location=83849..84562] [gbkey=CDS]	Oscillatoriales	359
lcl|NZ_CM001775.1_cds_WP_017295885.1_3537 [locus_tag=SYN6308_RS18215] [protein=amino acid ABC transporter ATP-binding protein] [protein_id=WP_017295885.1] [location=3647957..3648712] [gbkey=CDS]	Oscillatoriales	418
lcl|NZ_CM001775.1_cds_WP_017292851.1_489 [locus_tag=SYN6308_RS02475] [protein=nitrate ABC transporter ATP-binding protein] [protein_id=WP_017292851.1] [location=504932..506932] [gbkey=CDS]	Oscillatoriales	765
lcl|NZ_CM001775.1_cds_WP_017293307.1_952 [locus_tag=SYN6308_RS04835] [protein=ABC transporter transmembrane domain-containing protein] [protein_id=WP_017293307.1] [location=complement(972559..973608)] [gbkey=CDS]	Oscillatoriales	408
lcl|CP003614.1_cds_AFZ10383.1_5735 [locus_tag=Osc7112_6203] [db_xref=InterPro:IPR006059] [protein=molybdenum ABC transporter, periplasmic molybdate-binding protein] [protein_id=AFZ10383.1] [location=7415509..7416309] [gbkey=CDS]	Oscillatoriales	444
lcl|NZ_CM001775.1_cds_WP_017292891.1_530 [locus_tag=SYN6308_RS02685] [protein=energy-coupling factor ABC transporter substrate-binding protein] [protein_id=WP_017292891.1] [location=complement(545956..546261)] [gbkey=CDS]	Oscillatoriales	145
lcl|NZ_SRRZ01000028.1_cds_WP_172186889.1_3265 [locus_tag=E5S67_RS10020] [protein=bifunctional serine/threonine-protein kinase/ABC transporter substrate-binding protein] [protein_id=WP_172186889.1] [location=complement(36276..38708)] [gbkey=CDS]	Oscillatoriales	761
lcl|LR882963.1_cds_CAD5912200.1_119 [locus_tag=PANO66_00119] [protein=putative ABC transporter ATP-binding protein sll0182] [protein_id=CAD5912200.1] [location=complement(137180..139174)] [gbkey=CDS]	Oscillatoriales	678
lcl|LR882950.1_cds_CAD5967702.1_3561 [gene=yvfR] [locus_tag=PCC7805_03609] [protein=putative ABC transporter ATP-binding protein YvfR] [protein_id=CAD5967702.1] [location=3907885..3908595] [gbkey=CDS]	Oscillatoriales	334
lcl|CP003614.1_cds_AFZ07652.1_3004 [locus_tag=Osc7112_3269] [db_xref=InterPro:IPR000825] [protein=Iron-regulated ABC transporter membrane component SufB] [protein_id=AFZ07652.1] [location=complement(3834239..3835681)] [gbkey=CDS]	Oscillatoriales	686
lcl|SRRZ01000224.1_cds_NQE38435.1_2711 [gene=yheS] [locus_tag=E5S67_06220] [protein=putative ABC transporter ATP-binding protein YheS] [protein_id=NQE38435.1] [location=3056..4756] [gbkey=CDS]	Oscillatoriales	717
lcl|NZ_CM001775.1_cds_WP_017292541.1_177 [locus_tag=SYN6308_RS25370] [protein=polysaccharide ABC transporter ATP-binding protein] [protein_id=WP_017292541.1] [location=complement(156399..157652)] [gbkey=CDS]	Oscillatoriales	635
lcl|QBMP01000003.1_cds_PZO61200.1_3201 [locus_tag=DCF15_00595] [protein=nickel ABC transporter substrate-binding protein] [protein_id=PZO61200.1] [location=6166..7824] [gbkey=CDS]	Oscillatoriales	722
lcl|LR882963.1_cds_CAD5924283.1_881 [gene=yknZ] [locus_tag=PANO66_00900] [protein=putative ABC transporter permease YknZ] [protein_id=CAD5924283.1] [location=complement(1066402..1067589)] [gbkey=CDS]	Oscillatoriales	586
lcl|QBMP01000135.1_cds_PZO53197.1_543 [locus_tag=DCF15_13030] [protein=multidrug ABC transporter ATP-binding protein] [protein_id=PZO53197.1] [location=2059..4020] [gbkey=CDS]	Oscillatoriales	807
lcl|NZ_LXYR01000061.1_cds_WP_068819297.1_4456 [locus_tag=A8707_RS21805] [protein=PhnE/PtxC family ABC transporter permease] [protein_id=WP_068819297.1] [location=complement(18797..20443)] [gbkey=CDS]	Oscillatoriales	706
lcl|LJZR01000066.1_cds_KPQ32183.1_4237 [gene=phnD-2] [locus_tag=HLUCCA11_22165] [protein=phosphonate ABC transporter, periplasmic phosphonate binding protein] [protein_id=KPQ32183.1] [location=complement(10929..12002)] [gbkey=CDS]	Oscillatoriales	567
lcl|NZ_CM001775.1_cds_WP_017293581.1_1225 [locus_tag=SYN6308_RS06245] [protein=carbohydrate ABC transporter permease] [protein_id=WP_017293581.1] [location=complement(1246945..1247799)] [gbkey=CDS]	Oscillatoriales	502
lcl|NZ_CM001775.1_cds_WP_017296467.1_4106 [gene=cysT] [locus_tag=SYN6308_RS21145] [protein=sulfate ABC transporter permease subunit CysT] [protein_id=WP_017296467.1] [location=4238000..4238863] [gbkey=CDS]	Oscillatoriales	529
lcl|NZ_SRRZ01000038.1_cds_WP_172187511.1_3869 [gene=proX] [locus_tag=E5S67_RS12305] [protein=glycine betaine/L-proline ABC transporter substrate-binding protein ProX] [protein_id=WP_172187511.1] [location=4329..5402] [gbkey=CDS]	Oscillatoriales	571
lcl|NZ_SRRZ01000178.1_cds_WP_216670794.1_1997 [locus_tag=E5S67_RS29285] [protein=aliphatic sulfonate ABC transporter substrate-binding protein] [protein_id=WP_216670794.1] [location=6265..7551] [gbkey=CDS]	Oscillatoriales	634
lcl|NZ_CP097329.1_cds_WP_286396059.1_1821 [locus_tag=M4D78_RS09200] [protein=putative 2-aminoethylphosphonate ABC transporter permease subunit] [protein_id=WP_286396059.1] [location=1899823..1901595] [gbkey=CDS]	Oscillatoriales	766
lcl|JAJDMN010000001.1_cds_MCB8760815.1_3169 [locus_tag=LJE15_15255] [protein=glycine betaine/L-proline ABC transporter ATP-binding protein] [protein_id=MCB8760815.1] [location=3386073..3387266] [gbkey=CDS]	Oscillatoriales	553
lcl|CP003614.1_cds_AFZ07650.1_3002 [locus_tag=Osc7112_3267] [db_xref=InterPro:IPR000825] [protein=Iron-regulated ABC transporter permease protein SufD] [protein_id=AFZ07650.1] [location=complement(3831835..3833169)] [gbkey=CDS]	Oscillatoriales	630
lcl|SRRZ01000027.1_cds_NQE34223.1_3134 [gene=ybiT] [locus_tag=E5S67_01946] [protein=putative ABC transporter ATP-binding protein YbiT] [protein_id=NQE34223.1] [location=complement(17358..18968)] [gbkey=CDS]	Oscillatoriales	711
lcl|LR882963.1_cds_CAD5955465.1_2861 [locus_tag=PANO66_02903] [protein=putative ABC transporter ATP-binding protein in ycf23-apcF intergenic region] [protein_id=CAD5955465.1] [location=complement(3202314..3203123)] [gbkey=CDS]	Oscillatoriales	460
lcl|QBMP01000113.1_cds_PZO54485.1_215 [gene=urtB] [locus_tag=DCF15_11705] [protein=urea ABC transporter permease subunit UrtB] [protein_id=PZO54485.1] [location=9703..10683] [gbkey=CDS]	Oscillatoriales	518
lcl|QBMP01000170.1_cds_PZO51423.1_1042 [locus_tag=DCF15_14920] [protein=peptide ABC transporter permease] [protein_id=PZO51423.1] [location=complement(7437..8330)] [gbkey=CDS]	Oscillatoriales	467
lcl|NZ_SRRZ01000038.1_cds_WP_172187507.1_3867 [locus_tag=E5S67_RS12295] [protein=quaternary amine ABC transporter ATP-binding protein] [protein_id=WP_172187507.1] [location=2001..3188] [gbkey=CDS]	Oscillatoriales	549
lcl|LJZR01000028.1_cds_KPQ33684.1_1161 [gene=ntrB] [locus_tag=HLUCCA11_17575] [protein=nitrate ABC transporter, permease protein] [protein_id=KPQ33684.1] [location=complement(20736..21578)] [gbkey=CDS]	Oscillatoriales	469
lcl|LJZR01000066.1_cds_KPQ32182.1_4236 [gene=phnE-2] [locus_tag=HLUCCA11_22160] [protein=phosphonate ABC transporter, permease protein PhnE] [protein_id=KPQ32182.1] [location=complement(9953..10831)] [gbkey=CDS]	Oscillatoriales	473
lcl|JACJQB010000073.1_cds_H6F41_18145_3374 [gene=ssuB] [locus_tag=H6F41_18145] [protein=aliphatic sulfonate ABC transporter ATP-binding protein] [pseudo=true] [location=98..349] [gbkey=CDS]	Oscillatoriales	180
lcl|NZ_CM001775.1_cds_WP_017292963.1_610 [locus_tag=SYN6308_RS03070] [protein=metal ABC transporter ATP-binding protein] [protein_id=WP_017292963.1] [location=complement(625104..625838)] [gbkey=CDS]	Oscillatoriales	433
lcl|CP003614.1_cds_AFZ08953.1_4305 [locus_tag=Osc7112_4663] [db_xref=InterPro:IPR003439,InterPro:IPR005116,InterPro:IPR014769,InterPro:IPR017871] [protein=sulfate ABC transporter, ATPase subunit] [protein_id=AFZ08953.1] [location=complement(5592187..5593218)] [gbkey=CDS]	Oscillatoriales	513
lcl|SRRZ01000003.1_cds_NQE32535.1_3330 [locus_tag=E5S67_00251] [protein=putative ABC transporter ATP-binding protein] [protein_id=NQE32535.1] [location=17301..19349] [gbkey=CDS]	Oscillatoriales	806
lcl|PVWG01000006.1_cds_PSB20375.1_4562 [locus_tag=C7B65_08010] [protein=sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC] [protein_id=PSB20375.1] [location=complement(139876..141054)] [gbkey=CDS]	Oscillatoriales	537
lcl|LR882963.1_cds_CAD5946639.1_2303 [locus_tag=PANO66_02335] [protein=Putative ABC transporter permease protein MJ0413] [protein_id=CAD5946639.1] [location=complement(2603545..2604354)] [gbkey=CDS]	Oscillatoriales	419
lcl|PVWG01000036.1_cds_PSB16836.1_2805 [locus_tag=C7B65_20450] [protein=putative selenate ABC transporter substrate-binding protein] [protein_id=PSB16836.1] [location=24806..25723] [gbkey=CDS]	Oscillatoriales	529
lcl|SRRZ01000018.1_cds_NQE33642.1_1975 [locus_tag=E5S67_01362] [protein=ABC transporter ATP-binding/permease protein] [protein_id=NQE33642.1] [location=complement(2625..3077)] [gbkey=CDS]	Oscillatoriales	284
lcl|NZ_JACJSA010000003.1_cds_WP_190504729.1_4301 [locus_tag=H6G89_RS07750] [protein=phosphate ABC transporter substrate-binding/OmpA family protein] [protein_id=WP_190504729.1] [location=409663..411234] [gbkey=CDS]	Oscillatoriales	719
lcl|NZ_LXYR01000011.1_cds_WP_068816327.1_1679 [gene=hepA] [locus_tag=A8707_RS08190] [protein=heterocyst formation ABC transporter subunit HepA] [protein_id=WP_068816327.1] [location=complement(20450..22306)] [gbkey=CDS]	Oscillatoriales	764
lcl|JAZAQF010000086.1_cds_MFG3819185.1_1217 [locus_tag=VPK24_16190] [protein=ABC transporter substrate binding protein] [protein_id=MFG3819185.1] [location=complement(375281..376339)] [gbkey=CDS]	Oscillatoriales	552
lcl|NZ_CP097329.1_cds_WP_286396056.1_1820 [locus_tag=M4D78_RS09195] [protein=putative 2-aminoethylphosphonate ABC transporter ATP-binding protein] [protein_id=WP_286396056.1] [location=1898611..1899798] [gbkey=CDS]	Oscillatoriales	554
lcl|QBMP01000004.1_cds_PZO61171.1_3625 [locus_tag=DCF15_01055] [protein=aliphatic sulfonates ABC transporter substrate-binding protein] [protein_id=PZO61171.1] [location=complement(46645..47688)] [gbkey=CDS]	Oscillatoriales	571
lcl|QBMP01000195.1_cds_PZO50216.1_1330 [locus_tag=DCF15_16140] [protein=daunorubicin/doxorubicin resistance ABC transporter ATP-binding protein DrrA] [protein_id=PZO50216.1] [location=4540..5496] [gbkey=CDS]	Oscillatoriales	497
lcl|CP003614.1_cds_AFZ04797.1_149 [locus_tag=Osc7112_0160] [db_xref=InterPro:IPR001761] [protein=monosaccharide ABC transporter substrate-binding protein, CUT2 family] [protein_id=AFZ04797.1] [location=184421..185467] [gbkey=CDS]	Oscillatoriales	560
lcl|SRRZ01000004.1_cds_NQE32612.1_3882 [gene=ydcV_1] [locus_tag=E5S67_00328] [protein=Inner membrane ABC transporter permease protein YdcV] [protein_id=NQE32612.1] [location=complement(16333..17184)] [gbkey=CDS]	Oscillatoriales	441
lcl|LJZR01000066.1_cds_KPQ32184.1_4238 [gene=phnC-2] [locus_tag=HLUCCA11_22170] [protein=phosphonate ABC transporter, ATP-binding protein] [protein_id=KPQ32184.1] [location=complement(12080..12961)] [gbkey=CDS]	Oscillatoriales	518
lcl|PVWG01000016.1_cds_PSB18615.1_893 [locus_tag=C7B65_14790] [protein=NHLP family bacteriocin export ABC transporter peptidase/permease/ATPase subunit] [protein_id=PSB18615.1] [location=28582..30786] [gbkey=CDS]	Oscillatoriales	741
lcl|QBMP01000003.1_cds_PZO61203.1_3204 [locus_tag=DCF15_00610] [protein=peptide ABC transporter ATP-binding protein] [protein_id=PZO61203.1] [location=9689..10594] [gbkey=CDS]	Oscillatoriales	477
lcl|QBMP01000131.1_cds_PZO53323.1_499 [locus_tag=DCF15_12810] [protein=basic amino acid ABC transporter substrate-binding protein] [partial=3'] [protein_id=PZO53323.1] [location=4366..>5130] [gbkey=CDS]	Oscillatoriales	404
lcl|NZ_LXYR01000002.1_cds_WP_068814725.1_475 [locus_tag=A8707_RS02325] [protein=phosphate/phosphite/phosphonate ABC transporter substrate-binding protein] [protein_id=WP_068814725.1] [location=complement(185015..185998)] [gbkey=CDS]	Oscillatoriales	497
lcl|CP003614.1_cds_AFZ10221.1_5573 [locus_tag=Osc7112_6029] [db_xref=InterPro:IPR003439,InterPro:IPR017871] [protein=cobalt ABC transporter, ATPase subunit] [protein_id=AFZ10221.1] [location=complement(7215566..7216414)] [gbkey=CDS]	Oscillatoriales	456
lcl|PVWG01000043.1_cds_PSB16387.1_3335 [locus_tag=C7B65_21890] [protein=bacitracin ABC transporter ATP-binding protein] [protein_id=PSB16387.1] [location=complement(19952..20791)] [gbkey=CDS]	Oscillatoriales	478
lcl|PVWG01000009.1_cds_PSB19705.1_5322 [locus_tag=C7B65_10455] [protein=polyamine ABC transporter substrate-binding protein] [protein_id=PSB19705.1] [location=86008..87189] [gbkey=CDS]	Oscillatoriales	546
lcl|CP003614.1_cds_AFZ07133.1_2485 [locus_tag=Osc7112_2723] [db_xref=InterPro:IPR000515] [protein=nitrate ABC transporter, inner membrane subunit] [protein_id=AFZ07133.1] [location=complement(3180529..3181374)] [gbkey=CDS]	Oscillatoriales	439
lcl|PVWG01000038.1_cds_PSB16688.1_2876 [gene=pstA] [locus_tag=C7B65_20815] [protein=phosphate ABC transporter permease PtsA] [protein_id=PSB16688.1] [location=complement(8875..9747)] [gbkey=CDS]	Oscillatoriales	449
lcl|SRRZ01000034.1_cds_NQE34588.1_3664 [gene=ycjO] [locus_tag=E5S67_02315] [protein=Inner membrane ABC transporter permease protein YcjO] [protein_id=NQE34588.1] [location=complement(50208..51128)] [gbkey=CDS]	Oscillatoriales	440
lcl|QBMP01000299.1_cds_PZO46716.1_2375 [locus_tag=DCF15_19930] [protein=glycerol-3-phosphate ABC transporter ATP-binding protein] [protein_id=PZO46716.1] [location=complement(301..1407)] [gbkey=CDS]	Oscillatoriales	497
lcl|PVWG01000016.1_cds_PSB18614.1_883 [locus_tag=C7B65_14740] [protein=phosphonate ABC transporter substrate-binding protein] [protein_id=PSB18614.1] [location=20043..20942] [gbkey=CDS]	Oscillatoriales	475
lcl|SRRZ01000022.1_cds_NQE33943.1_2674 [gene=yxlF_1] [locus_tag=E5S67_01666] [protein=putative ABC transporter ATP-binding protein YxlF] [protein_id=NQE33943.1] [location=57070..58050] [gbkey=CDS]	Oscillatoriales	463
lcl|NZ_SRRZ01000080.1_cds_WP_172190216.1_5907 [gene=ssuC] [locus_tag=E5S67_RS20325] [protein=aliphatic sulfonate ABC transporter permease SsuC] [protein_id=WP_172190216.1] [location=26062..26847] [gbkey=CDS]	Oscillatoriales	402
lcl|PVWG01000047.1_cds_PSB16117.1_3472 [locus_tag=C7B65_22575] [protein=sulfate ABC transporter ATP-binding protein] [protein_id=PSB16117.1] [location=12184..13200] [gbkey=CDS]	Oscillatoriales	550
lcl|NZ_SRRZ01000059.1_cds_WP_246276822.1_4957 [locus_tag=E5S67_RS16680] [protein=FecCD family ABC transporter permease] [protein_id=WP_246276822.1] [location=31066..31407] [gbkey=CDS]	Oscillatoriales	157
lcl|NZ_SRRZ01000059.1_cds_WP_172189135.1_4963 [locus_tag=E5S67_RS16710] [protein=iron chelate uptake ABC transporter family permease subunit] [protein_id=WP_172189135.1] [location=36061..37053] [gbkey=CDS]	Oscillatoriales	329
lcl|QBMP01000246.1_cds_PZO48131.1_1912 [locus_tag=DCF15_18205] [protein=branched-chain amino acid ABC transporter ATP-binding protein] [protein_id=PZO48131.1] [location=complement(3496..3975)] [gbkey=CDS]	Oscillatoriales	280
lcl|PVWG01000013.1_cds_PSB19005.1_580 [locus_tag=C7B65_13400] [protein=iron ABC transporter substrate-binding protein] [protein_id=PSB19005.1] [location=complement(84561..86903)] [gbkey=CDS]	Oscillatoriales	604
lcl|PVWG01000016.1_cds_PSB18571.1_903 [locus_tag=C7B65_14840] [protein=phosphonate ABC transporter ATP-binding protein] [protein_id=PSB18571.1] [location=complement(42728..43501)] [gbkey=CDS]	Oscillatoriales	378
lcl|QBMP01000320.1_cds_PZO46212.1_2637 [locus_tag=DCF15_20580] [protein=manganese ABC transporter ATP-binding protein] [protein_id=PZO46212.1] [location=complement(189..932)] [gbkey=CDS]	Oscillatoriales	383
lcl|PVWG01000014.1_cds_PSB18867.1_697 [locus_tag=C7B65_13925] [protein=sulfonate ABC transporter permease] [protein_id=PSB18867.1] [location=78637..79860] [gbkey=CDS]	Oscillatoriales	478
lcl|PVWG01000028.1_cds_PSB17431.1_2092 [locus_tag=C7B65_18570] [protein=multidrug ABC transporter permease] [protein_id=PSB17431.1] [location=5986..6774] [gbkey=CDS]	Oscillatoriales	349
lcl|PVWG01000013.1_cds_PSB18938.1_504 [locus_tag=C7B65_13015] [protein=ABC transporter] [protein_id=PSB18938.1] [location=complement(12226..12969)] [gbkey=CDS]	Oscillatoriales	366
lcl|PVWG01000010.1_cds_PSB19423.1_45 [locus_tag=C7B65_10905] [protein=cobalt ABC transporter ATP-binding protein] [protein_id=PSB19423.1] [location=complement(19625..20413)] [gbkey=CDS]	Oscillatoriales	398
lcl|PVWG01000010.1_cds_PSB19516.1_144 [locus_tag=C7B65_11405] [protein=cobalt ABC transporter] [protein_id=PSB19516.1] [location=complement(113283..114107)] [gbkey=CDS]	Oscillatoriales	443
lcl|PVWG01000005.1_cds_C7B65_07140_4189 [locus_tag=C7B65_07140] [protein=macrolide ABC transporter ATP-binding protein] [pseudo=true] [location=160496..160775] [gbkey=CDS]	Oscillatoriales	140
lcl|PVWG01000007.1_cds_C7B65_09150_4934 [locus_tag=C7B65_09150] [protein=phosphate ABC transporter, permease protein PstA] [pseudo=true] [location=190227..190508] [gbkey=CDS]	Oscillatoriales	179
lcl|PVWG01000002.1_cds_PSB21555.1_2323 [locus_tag=C7B65_02935] [protein=iron export ABC transporter permease subunit FetB] [protein_id=PSB21555.1] [location=124602..125366] [gbkey=CDS]	Oscillatoriales	345
lcl|PVWG01000016.1_cds_PSB18562.1_894 [locus_tag=C7B65_14795] [protein=NHLP bacteriocin export ABC transporter permease/ATPase subunit] [protein_id=PSB18562.1] [location=30780..33707] [gbkey=CDS]	Oscillatoriales	769
lcl|QBMP01000098.1_cds_DCF15_10725_4541 [locus_tag=DCF15_10725] [protein=C4-dicarboxylate ABC transporter] [pseudo=true] [location=complement(10559..10733)] [gbkey=CDS]	Oscillatoriales	88
lcl|QBMP01000021.1_cds_PZO59551.1_1664 [locus_tag=DCF15_03680] [protein=taurine ABC transporter substrate-binding protein] [protein_id=PZO59551.1] [location=17988..19643] [gbkey=CDS]	Oscillatoriales	687
lcl|JAHHHT010000025.1_cds_MBW4496160.1_1372 [locus_tag=KME26_24425] [protein=nitrate/sulfonate/bicarbonate ABC transporter ATP-binding protein] [protein_id=MBW4496160.1] [location=26307..27647] [gbkey=CDS]	Oscillatoriales	569
lcl|PVWG01000006.1_cds_PSB20310.1_4490 [locus_tag=C7B65_07640] [protein=nitrate ABC transporter substrate-binding protein] [protein_id=PSB20310.1] [location=complement(51993..53318)] [gbkey=CDS]	Oscillatoriales	608
lcl|QBMP01000131.1_cds_PZO53322.1_498 [locus_tag=DCF15_12805] [protein=polar amino acid ABC transporter ATP-binding protein] [protein_id=PZO53322.1] [location=complement(3300..4052)] [gbkey=CDS]	Oscillatoriales	358
lcl|JAZAQF010000069.1_cds_MFG3818321.1_3015 [locus_tag=VPK24_11790] [protein=BMP family ABC transporter substrate-binding protein] [protein_id=MFG3818321.1] [location=172830..173834] [gbkey=CDS]	Oscillatoriales	457
lcl|JACJSA010000010.1_cds_MBD2462930.1_794 [locus_tag=H6G89_17970] [protein=AzlC family ABC transporter permease] [protein_id=MBD2462930.1] [location=complement(185834..186532)] [gbkey=CDS]	Oscillatoriales	335
lcl|JAZAQF010000082.1_cds_MFG3818809.1_1343 [locus_tag=VPK24_14270] [protein=sugar ABC transporter substrate-binding protein] [protein_id=MFG3818809.1] [location=complement(37294..38607)] [gbkey=CDS]	Oscillatoriales	561
lcl|JAZAQF010000006.1_cds_MFG3816249.1_59 [gene=modB] [locus_tag=VPK24_01260] [protein=molybdate ABC transporter permease subunit] [protein_id=MFG3816249.1] [location=73622..74305] [gbkey=CDS]	Oscillatoriales	306
lcl|JAZAQF010000082.1_cds_MFG3818782.1_1316 [locus_tag=VPK24_14125] [protein=zinc ABC transporter substrate-binding protein] [protein_id=MFG3818782.1] [location=complement(7680..8804)] [gbkey=CDS]	Oscillatoriales	449
lcl|JAZAQF010000028.1_cds_MFG3817071.1_2462 [locus_tag=VPK24_05440] [protein=metal ABC transporter substrate-binding protein] [protein_id=MFG3817071.1] [location=complement(232542..233714)] [gbkey=CDS]	Oscillatoriales	491
lcl|JAZAQF010000088.1_cds_MFG3819351.1_3668 [locus_tag=VPK24_17025] [protein=spermidine/putrescine ABC transporter substrate-binding protein] [protein_id=MFG3819351.1] [location=168931..170046] [gbkey=CDS]	Oscillatoriales	442
lcl|JAZAQF010000069.1_cds_MFG3818327.1_3021 [locus_tag=VPK24_11820] [protein=phosphate ABC transporter permease] [protein_id=MFG3818327.1] [location=185154..186017] [gbkey=CDS]	Oscillatoriales	354
lcl|JAZAQF010000022.1_cds_MFG3816839.1_1385 [locus_tag=VPK24_04250] [protein=sugar ABC transporter permease] [protein_id=MFG3816839.1] [location=25548..26456] [gbkey=CDS]	Oscillatoriales	362
lcl|JAZAQF010000006.1_cds_MFG3816248.1_58 [gene=modA] [locus_tag=VPK24_01255] [protein=molybdate ABC transporter substrate-binding protein] [protein_id=MFG3816248.1] [location=72762..73625] [gbkey=CDS]	Oscillatoriales	369
lcl|JAZAQF010000081.1_cds_MFG3818774.1_899 [locus_tag=VPK24_14085] [protein=peptidase domain-containing ABC transporter] [protein_id=MFG3818774.1] [location=complement(61485..64553)] [gbkey=CDS]	Oscillatoriales	945

Order	NumSequences	AvgMutations
Oscillatoriales	204	566.96
