Header	Order	Mutations
lcl|JACJSW010000178.1_cds_MBD2623303.1_1920 [gene=fetB] [locus_tag=H6G48_17130] [protein=iron export ABC transporter permease subunit FetB] [protein_id=MBD2623303.1] [location=complement(38893..39669)] [gbkey=CDS]	Chroococcales	460
lcl|NC_011729.1_cds_WP_012599169.1_1780 [locus_tag=PCC7424_RS08785] [protein=phosphate ABC transporter substrate-binding protein] [protein_id=WP_012599169.1] [location=complement(1997413..1998363)] [gbkey=CDS]	Chroococcales	591
lcl|NC_014501.1_cds_WP_013321227.1_1108 [gene=ssuC] [locus_tag=CYAN7822_RS05415] [protein=aliphatic sulfonate ABC transporter permease SsuC] [protein_id=WP_013321227.1] [location=complement(1213646..1214434)] [gbkey=CDS]	Chroococcales	489
lcl|CP002198.1_cds_ADN12601.1_547 [locus_tag=Cyan7822_0563] [db_xref=InterPro:IPR000515,InterPro:IPR005667,InterPro:IPR011866] [protein=sulfate ABC transporter, inner membrane subunit] [protein_id=ADN12601.1] [location=619328..620146] [gbkey=CDS]	Chroococcales	471
lcl|JACJSW010000167.1_cds_MBD2623044.1_1638 [locus_tag=H6G48_15735] [protein=zinc ABC transporter substrate-binding protein] [protein_id=MBD2623044.1] [location=13609..14520] [gbkey=CDS]	Chroococcales	557
lcl|QQWD01000003.1_cds_REJ56045.1_2620 [locus_tag=DWQ51_03745] [protein=metal ABC transporter substrate-binding protein] [protein_id=REJ56045.1] [location=37859..38779] [gbkey=CDS]	Chroococcales	561
lcl|AP024565.1_cds_BCU09519.1_83 [locus_tag=MAN88_00830] [protein=manganese ABC transporter substrate-binding protein] [protein_id=BCU09519.1] [location=84979..85899] [gbkey=CDS]	Chroococcales	556
lcl|JACJSW010000167.1_cds_MBD2623073.1_1667 [locus_tag=H6G48_15880] [protein=metal ABC transporter ATPase] [protein_id=MBD2623073.1] [location=complement(41341..41889)] [gbkey=CDS]	Chroococcales	359
lcl|CP001291.1_cds_ACK69670.1_1196 [locus_tag=PCC7424_1222] [db_xref=InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR005893,InterPro:IPR013611,InterPro:IPR017871] [protein=spermidine/putrescine ABC transporter ATPase subunit] [protein_id=ACK69670.1] [location=1340783..1341874] [gbkey=CDS]	Chroococcales	665
lcl|CP001291.1_cds_ACK71846.1_3372 [locus_tag=PCC7424_3452] [db_xref=InterPro:IPR000515,InterPro:IPR005667,InterPro:IPR011865] [protein=sulfate ABC transporter, inner membrane subunit CysT] [protein_id=ACK71846.1] [location=complement(3851376..3852260)] [gbkey=CDS]	Chroococcales	511
lcl|NC_011729.1_cds_WP_015955441.1_3435 [gene=cysT] [locus_tag=PCC7424_RS17005] [protein=sulfate ABC transporter permease subunit CysT] [protein_id=WP_015955441.1] [location=complement(3851376..3852260)] [gbkey=CDS]	Chroococcales	511
lcl|CP001291.1_cds_ACK69100.1_626 [locus_tag=PCC7424_0640] [db_xref=InterPro:IPR000515,InterPro:IPR005889] [protein=nitrate ABC transporter, inner membrane subunit] [protein_id=ACK69100.1] [location=707703..708542] [gbkey=CDS]	Chroococcales	502
lcl|NC_011729.1_cds_WP_012598047.1_636 [gene=ntrB] [locus_tag=PCC7424_RS03110] [protein=nitrate ABC transporter permease] [protein_id=WP_012598047.1] [location=707703..708542] [gbkey=CDS]	Chroococcales	502
lcl|CP001291.1_cds_ACK68530.1_56 [locus_tag=PCC7424_0057] [db_xref=InterPro:IPR010067] [protein=aliphatic sulfonates family ABC transporter, periplsmic ligand-binding protein] [protein_id=ACK68530.1] [location=67071..68096] [gbkey=CDS]	Chroococcales	644
lcl|NC_011729.1_cds_WP_012597481.1_58 [locus_tag=PCC7424_RS00290] [protein=ABC transporter substrate-binding protein] [protein_id=WP_012597481.1] [location=67071..68096] [gbkey=CDS]	Chroococcales	644
lcl|CP001291.1_cds_ACK73344.1_4870 [locus_tag=PCC7424_4991] [db_xref=InterPro:IPR000515,InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR011867,InterPro:IPR017871] [protein=molybdate ABC transporter, inner membrane subunit] [protein_id=ACK73344.1] [location=complement(5550848..5552695)] [gbkey=CDS]	Chroococcales	719
lcl|NC_011729.1_cds_WP_015956924.1_4965 [gene=modB] [locus_tag=PCC7424_RS24550] [protein=molybdate ABC transporter permease subunit] [protein_id=WP_015956924.1] [location=complement(5550848..5552695)] [gbkey=CDS]	Chroococcales	719
lcl|BLJI01000030.1_cds_GFE71276.1_3886 [locus_tag=CFPU101_38860] [protein=Mn(2+)/Zn(2+) family ABC transporter ATP-binding protein] [protein_id=GFE71276.1] [location=complement(19121..19840)] [gbkey=CDS]	Chroococcales	417
lcl|CP001291.1_cds_ACK71214.1_2740 [locus_tag=PCC7424_2807] [db_xref=InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR005670,InterPro:IPR017871] [protein=phosphate ABC transporter, ATPase subunit] [protein_id=ACK71214.1] [location=3120819..3121625] [gbkey=CDS]	Chroococcales	503
lcl|NC_011729.1_cds_WP_015954814.1_2796 [gene=pstB] [locus_tag=PCC7424_RS13810] [protein=phosphate ABC transporter ATP-binding protein PstB] [protein_id=WP_015954814.1] [location=3120819..3121625] [gbkey=CDS]	Chroococcales	503
lcl|CP001291.1_cds_ACK71269.1_2795 [locus_tag=PCC7424_2864] [db_xref=InterPro:IPR001851,InterPro:IPR017778] [protein=urea ABC transporter, permease protein UrtC] [protein_id=ACK71269.1] [location=3185986..3187143] [gbkey=CDS]	Chroococcales	557
lcl|NC_011729.1_cds_WP_015954869.1_2851 [gene=urtC] [locus_tag=PCC7424_RS14080] [protein=urea ABC transporter permease subunit UrtC] [protein_id=WP_015954869.1] [location=3185986..3187143] [gbkey=CDS]	Chroococcales	557
lcl|BLJI01000028.1_cds_GFE71171.1_3781 [locus_tag=CFPU101_37810] [protein=putative ABC transporter permease protein] [protein_id=GFE71171.1] [location=complement(43661..44539)] [gbkey=CDS]	Chroococcales	463
lcl|NC_011729.1_cds_WP_041237603.1_8 [locus_tag=PCC7424_RS00045] [protein=DevA family ABC transporter ATP-binding protein] [protein_id=WP_041237603.1] [location=complement(8189..8884)] [gbkey=CDS]	Chroococcales	415
lcl|NC_011729.1_cds_WP_012597482.1_59 [locus_tag=PCC7424_RS00295] [protein=ABC transporter permease] [protein_id=WP_012597482.1] [location=68150..68977] [gbkey=CDS]	Chroococcales	479
lcl|CP001291.1_cds_ACK71271.1_2797 [locus_tag=PCC7424_2866] [db_xref=InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR017780] [protein=urea ABC transporter, ATP-binding protein UrtE] [protein_id=ACK71271.1] [location=3188018..3188719] [gbkey=CDS]	Chroococcales	360
lcl|NC_011729.1_cds_WP_015954871.1_2853 [gene=urtE] [locus_tag=PCC7424_RS14090] [protein=urea ABC transporter ATP-binding subunit UrtE] [protein_id=WP_015954871.1] [location=3188018..3188719] [gbkey=CDS]	Chroococcales	360
lcl|CP001291.1_cds_ACK71845.1_3371 [locus_tag=PCC7424_3451] [db_xref=InterPro:IPR000515,InterPro:IPR005667,InterPro:IPR011866] [protein=sulfate ABC transporter, inner membrane subunit CysW] [protein_id=ACK71845.1] [location=complement(3850571..3851389)] [gbkey=CDS]	Chroococcales	435
lcl|NC_011729.1_cds_WP_015955440.1_3434 [gene=cysW] [locus_tag=PCC7424_RS17000] [protein=sulfate ABC transporter permease subunit CysW] [protein_id=WP_015955440.1] [location=complement(3850571..3851389)] [gbkey=CDS]	Chroococcales	435
lcl|NC_011729.1_cds_WP_012597826.1_408 [locus_tag=PCC7424_RS01995] [protein=peptidase domain-containing ABC transporter] [protein_id=WP_012597826.1] [location=452352..455078] [gbkey=CDS]	Chroococcales	715
lcl|NC_011729.1_cds_WP_012599271.1_1881 [locus_tag=PCC7424_RS09285] [protein=carbohydrate ABC transporter permease] [protein_id=WP_012599271.1] [location=2124282..2125172] [gbkey=CDS]	Chroococcales	455
lcl|NC_011729.1_cds_WP_012597434.1_9 [gene=devC] [locus_tag=PCC7424_RS00050] [protein=ABC transporter permease DevC] [protein_id=WP_012597434.1] [location=complement(8911..10065)] [gbkey=CDS]	Chroococcales	473
lcl|NC_011729.1_cds_WP_239005433.1_931 [locus_tag=PCC7424_RS04590] [protein=bifunctional serine/threonine-protein kinase/ABC transporter substrate-binding protein] [protein_id=WP_239005433.1] [location=complement(1038685..1040994)] [gbkey=CDS]	Chroococcales	659
lcl|CP046973.1_cds_GQR42_22250_4407 [locus_tag=GQR42_22250] [protein=glycine/betaine ABC transporter substrate-binding protein] [pseudo=true] [location=4468028..4468328] [gbkey=CDS]	Chroococcales	155
lcl|AP024565.1_cds_BCU14679.1_5243 [gene=opuBB] [locus_tag=MAN88_52430] [protein=glycine betaine/L-proline ABC transporter permease/substrate-binding protein] [protein_id=BCU14679.1] [location=complement(5396969..5398498)] [gbkey=CDS]	Chroococcales	526
lcl|NC_011729.1_cds_PCC7424_RS09990_2025 [locus_tag=PCC7424_RS09990] [protein=PstC family ABC transporter permease] [pseudo=true] [partial=5'] [location=complement(2299980..>2300362)] [gbkey=CDS]	Chroococcales	141
lcl|NC_011729.1_cds_PCC7424_RS09985_2024 [locus_tag=PCC7424_RS09985] [protein=phosphate ABC transporter ATP-binding protein] [pseudo=true] [partial=5'] [location=complement(2299429..>2299782)] [gbkey=CDS]	Chroococcales	161
lcl|JACJSW010000061.1_cds_MBD2621015.1_4415 [locus_tag=H6G48_04670] [protein=NHLP bacteriocin export ABC transporter permease/ATPase subunit] [protein_id=MBD2621015.1] [location=complement(5413..8364)] [gbkey=CDS]	Chroococcales	727
lcl|AP024565.1_cds_BCU13629.1_4193 [locus_tag=MAN88_41930] [protein=NHLP family bacteriocin export ABC transporter permease/ATPase subunit] [protein_id=BCU13629.1] [location=4325747..4328698] [gbkey=CDS]	Chroococcales	725

Order	NumSequences	AvgMutations
Chroococcales	155	624.02
